block_id,file,line_start,line_end,chapter_ids,linked_scene_ids,source_text,retention_status,adaptation_verification,source_layer_candidate
V3L23845,MAHABHARATA-3-AADIPARVA_djvu.txt,23845,23847,Adi183,G29-S08,"ಆದಿತ್ಯವಂಶಪ್ರಭವಸ್ತ್ಮಂ ಹಿ ಲೋಕೇ ಚ ವಿಶ್ರುತಃ । 
ಅಪ್ರಮತ್ತಃ ಸ್ಥಿತೋ ಧರ್ಮೇ ಗುರುಶುಶ್ರೂಷಣೇ ರತಃ । 
ಶಾಪಂ ಪ್ರಾಪ್ರೋತಸಿ ದುರ್ಧರ್ಷ ನ ಪಾಪಂ ಕರ್ತುಮರ್ಹಸಿ ॥೧೧॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23850,MAHABHARATA-3-AADIPARVA_djvu.txt,23850,23850,Adi183,G29-S08,ನೀನು ಆದಿತ್ಯ ವಂಶದಲ್ಲಿ ಜನಿಸಿದ ಲೋಕದಲ್ಲಿ ಪ್ರಖ್ಯಾತನಾದ ರಾಜ. ನೀನು ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23853,MAHABHARATA-3-AADIPARVA_djvu.txt,23853,23854,Adi183,G29-S08,"ಯಾವಾಗಲೂ ಪ್ರಮಾದರಹಿತನಾಗಿ ಧರ್ಮವನ್ನು ಆಚರಿಸುವವನು ಮತ್ತು ಗುರುಗಳ 
ಶುಶ್ರೂಷೆಯಲ್ಲಿನಿರತನಾದವನು. ದುರ್ಧರ್ಷನೇ, ನೀನು ಶಾಪಕ್ಕೆ ಒಳಗಾಗಿದ್ದೀಯೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23857,MAHABHARATA-3-AADIPARVA_djvu.txt,23857,23857,Adi183,G29-S08,ಪಾಪಕಾರ್ಯವನ್ನು ಮಾಡಬೇಡ. ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23860,MAHABHARATA-3-AADIPARVA_djvu.txt,23860,23860,Adi183,G29-S08,-530- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23863,MAHABHARATA-3-AADIPARVA_djvu.txt,23863,23865,Adi183,G29-S08,"ಯತುಕಾಲೇ ತು ಸಂಪ್ರಾಪ್ತೇ ಭರ್ತ್ರಾ5ಹಂ ಸಮುಪಾಗತಾ । 
ಅಕೃತಾರ್ಥಿನ್ಯಹಂ ಭದ್ರ ಪ್ರಸವಾರ್ಥಶ್ಚ ಮೇ ಭವೇತ್‌ । 
ಪ್ರಸೀದ ನೃಪತಿಶ್ರೇಷ್ಠ ಭರ್ತಾ ಮಮ ವಿಸೃಜ್ಯತಾಮ್‌ HOS ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23868,MAHABHARATA-3-AADIPARVA_djvu.txt,23868,23874,Adi183,G29-S08,"ನಾನು ಯತುಕಾಲದಲ್ಲಿಪತಿಯ ಜೊತೆಯಲ್ಲಿಸೇರಿದ್ದೇನೆ. ಮಂಗಳಸಧೂಪನೇ, 
ಅಕೃತಾರ್ಥಳಾದ ನನಗೆ ಸಂತತಿಯ ಅಪೇಕ್ದೆಯಿದೆ. ರಾಜಶ್ರೇಷ್ಠನೇ, ನೀನು ಪ್ರಸನ್ನನಾಗಿ 
ನನ ಪತಿಯನು ಬಿಟುಬಿಡು.- 
ಇ ಣೆ 
ಗಂಧರ್ವಃ 
ಏವಂ ವಿಕ್ರೋಶಮಾಣಾಯಾಂ ತಸ್ಯಾಂ ಸ ಸುನೃಶಂಸಕ್ಫತ್‌ । 
ಭರ್ತಾರಂ ಭಕ್ಷಯಾಮಾಸ ವ್ಯಾಘ್ರೋ ಮೃಗಮಿವೇಪ್ಪಿತಮ್‌ 11೧೩1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23877,MAHABHARATA-3-AADIPARVA_djvu.txt,23877,23879,Adi183,G29-S08,"ಆ ಬ್ರಾಹ್ಮಣಿಯು ಹೀಗೆ ಗೋಳಾಡುತ್ತಿದ್ದರೂ ಅತ್ಯಂತ ಕ್ರೂರಕರ್ಮವನ್ನು 
ಮಾಡುವ ಆ ರಾಜನು ವ್ಯಾಘ್ರವು ಇಷ್ಟವಾದ ಜಿಂಕೆಯನ್ನು ಹಿಡಿದು ತಿನ್ನುವಂತೆ ಆ 
ಬ್ರಾಹ್ಮಣನನ್ನುತಿಂದನು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23881,MAHABHARATA-3-AADIPARVA_djvu.txt,23881,23881,Adi183,G29-S08,ತಸ್ಯಾಃ ಕ್ರೋಧಾಭಿಭೂತಾಯಾಸ್ತತ್ರಾಶ್ರೂಣ್ಯಪತನ್‌ ಭುವಿ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23883,MAHABHARATA-3-AADIPARVA_djvu.txt,23883,23883,Adi183,G29-S08,ಸೋಠಗ್ನಿ ಸಮಭವದ್‌ ದೀಪು ತಂ ಚ ದೇಶಂ ವ್ಯದೀಪಯತ್‌ ॥೧೪॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23885,MAHABHARATA-3-AADIPARVA_djvu.txt,23885,23887,Adi183,G29-S08,"ಕ್ರೋಧವಶಳಾದ ಆ ಬ್ರಾಹ್ಮಣಿಯ ಕಣ್ಣೀರಿನ ಹನಿಗಳು ಭೂಮಿಯ ಮೇಲೆ 
ಬಿದ್ದವು ಅವು ಅಗ್ನಿಯ ರೂಪವನ್ನು ತಳೆದು ಪ್ರಜ್ವಲಿಸಿ ಆ ಪ್ರದೇಶವನ್ನೆಲ್ಲಾ 
ಸುಟ್ಟುಹಾಕಿದವು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23889,MAHABHARATA-3-AADIPARVA_djvu.txt,23889,23889,Adi183,G29-S08,ತತಃ ಸಾ ಶೋಕಸಂತಪ್ಪಾ ಭತನ್ಸವ್ಯಸನದುಃಖತಾ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23891,MAHABHARATA-3-AADIPARVA_djvu.txt,23891,23891,Adi183,G29-S08,ಕಲ್ಲಾಷಪಾದಂ ರಾಜರ್ಷಿಮಶಪದ್‌ ಬ್ರಾಹ್ಮಣೀ ರುಷಾ 11೧೫॥॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23894,MAHABHARATA-3-AADIPARVA_djvu.txt,23894,23895,Adi183,G29-S08,"ಭರ್ತ್ವ್ರವಿಯೋಗದಿಂದ ದುಃಖಿತಳಾದ ಶೋಕಸಂತಪ್ಪಳಾದ ಆ ಬ್ರಾಹ್ಮಣಿಯು 
ಆಗ ಕೋಪದಿಂದ ರಾಜರ್ಷಿಯಾದ ಕಲ್ಲಾಷಪಾದನಿಗೆ ಶಾಪವನ್ನು ಕೊಟ್ಟಳು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23897,MAHABHARATA-3-AADIPARVA_djvu.txt,23897,23897,Adi183,G29-S08,ಯಸ್ಮಾನಮಾಕೃತಾರ್ಥಾಯಾಃ ತ್ವಯಾ ಕ್ಷುದ್ರ ನೃಶಂಸವತ್‌ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23899,MAHABHARATA-3-AADIPARVA_djvu.txt,23899,23899,Adi183,G29-S08,ಪ್ರೇಕ್ಷಂತ್ಯಾ ಭಕ್ಷಿತೋ ಮೇರದ್ಯ ಪ್ರಭುರ್ಭರ್ತಾ ಮಹಾಯಶಾಃ ॥೧೬॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23902,MAHABHARATA-3-AADIPARVA_djvu.txt,23902,23904,Adi183,G29-S08,"ಚೈತ್ರರಥಪರ್ವ -931- 
ಕ್ಲುದ್ರನೇ, ಅಕೃತಾರ್ಥಳಾದ ನನ್ನ ಕಣ್ಣೆದುರಿಗೆ ನನ್ನ ಪ್ರಭುವೂ, 
ಮಹಾಕೀರ್ತಿವಂತನೂ ಆದ ನನ್ನಪತಿಯನ್ನುಕ್ರೂರನಂತೆ ನೀನು ಇಂದು ಭಕ್ಷಿಸಿದ್ದಿಯೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23907,MAHABHARATA-3-AADIPARVA_djvu.txt,23907,23908,Adi183,G29-S08,"ತಸ್ಥಾತ್‌ ತ್ವಮಪಿ ದುರ್ಬುದ್ಧೇ ಮಚ್ಚಾಪಪರಿವಿಕ್ಚತ: । 
ಪತ್ನೀಮೃತಾವನುಪ್ರಾಪ್ಯ ಸಮ್ಯಕ್‌ ತ್ಯಕ್ಷಪಿ ಜೀವಿತಮ್‌ Te ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23911,MAHABHARATA-3-AADIPARVA_djvu.txt,23911,23912,Adi183,G29-S08,"ದುರ್ಬುದ್ಧಿಯೇ, ಆದ್ದರಿಂದ ನೀನೂ ಸಹ ನನ್ನ ಶಾಪದಿಂದ ಗ್ರಸ್ತನಾಗಿ 
ಯತುಕಾಲದಲ್ಲಿನಿನ್ನ ಪತ್ನಿಯನ್ನು ಸೇರಿದಾಗ ಪ್ರಾಣವನ್ನು ತ್ಯಜಿಸುವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23915,MAHABHARATA-3-AADIPARVA_djvu.txt,23915,23915,Adi183,G29-S08,ತೇನ ಪ್ರಸಾದ್ಯಮಾನಾ ಸಾ ಪ್ರಸಾದಮಕರೋದ್‌ ತದಾ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23918,MAHABHARATA-3-AADIPARVA_djvu.txt,23918,23920,Adi183,G29-S08,"ಯಸ್ಯ ಚರ್ಷ್ಹೇರ್ವಸಿಷ್ಠಸ್ಯ ತಯಾ ಪುತ್ರಾ ವಿನಾಶಿತಾಃ Tes] 
ತೇನ ಸಂಗತ್ಯ ತೇ ಭಾರ್ಯಾ ತನಯಂ ಜನಯಿಷ್ಯತಿ । 
ಸ ತೇ ವಂಶಕರಃ ಪುತ್ರೋ ಭವಿಷ್ಯತಿ ನೃಪಾಧಮ 11೧೯॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23923,MAHABHARATA-3-AADIPARVA_djvu.txt,23923,23928,Adi183,G29-S08,"ಕಲ್ಗಾಷಪಾದನು ಅವಳ ಅನುಗ್ರಹವನ್ನು ಬೇಡುತ್ತಿರಲು ಆಗ ಬ್ರಾಹ್ಮಣಿಯು ಹೀಗೆ 
ಅನುಗ್ರಹ ಮಾಡಿದಳು - ಯಾವ ವಸಿಷ್ಠಯಷಿಯ ಪುತ್ರನನ್ನು ನೀನು 
ವಿನಾಶಮಾಡಿದ್ದೀಯೋ ಅಂತಹ ವಸಿಷ್ಠರ ಜೊತೆಯಲ್ಲಿ ಸಂಗವನ್ನು ಮಾಡಿ ನಿನ್ನ 
ಪತ್ನಿಯು ಪುತ್ರನನ್ನು ಪಡೆಯುವಳು. ನೃಪಾಧಮನೇ, ಆ ಪುತ್ರನು ನಿನಗೆ 
ವಂಶಕರನಾಗುವನು. 
ಗಂಧರ್ವಃ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23931,MAHABHARATA-3-AADIPARVA_djvu.txt,23931,23932,Adi183,G29-S08,"ಏವಂ ಶಪ್ವ್ವಾ ತು ರಾಜಾನಂ ಸಾ ತದಾ55ಂ0ಗಿರಸೀ ಶುಭಾ । 
ತಸ್ಯೈವ ಸನ್ನಿಧೌ ದೀಪ್ತಂ ಪ್ರವಿವೇಶ ಹುತಾಶನಮ್‌ 11೨೦ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23935,MAHABHARATA-3-AADIPARVA_djvu.txt,23935,23937,Adi183,G29-S08,"ರಾಜನನ್ನು ಕುರಿತು ಹೀಗೆ ಮಾತನಾಡಿ ಆಂಗಿರಸಗೋತ್ರದ ಆ ಪವಿತ್ರಳಾದ 
ಬ್ರಾಹ್ಮಣಿಯು ರಾಜನ ಸನ್ನಿಧಿಯಲ್ಲಿಯೇ ಅಗ್ನಿಯನ್ನು ಪ್ರಜ್ವಲಿಸಿ ( ತನ್ನಪತಿಯ ಅಸ್ಥಿಗಳ 
ಜೊತೆಯಲ್ಲಿ) ಅಗ್ನಿಪ್ರವೇಶವನ್ನು ಮಾಡಿದಳು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23939,MAHABHARATA-3-AADIPARVA_djvu.txt,23939,23939,Adi183,G29-S08,ವಸಿಷ್ಠಶ್ತ ಮಹಾಭಾಗ: ಸರ್ವಮೇತದಪಶ್ಯತ !। ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23941,MAHABHARATA-3-AADIPARVA_djvu.txt,23941,23941,Adi183,G29-S08,ಜ್ಞಾನಯೋಗೇನ ಮಹತಾ ತಪಸಾ ಚ ಪರಂತಪ 20 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23944,MAHABHARATA-3-AADIPARVA_djvu.txt,23944,23944,Adi183,G29-S08,-532- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23947,MAHABHARATA-3-AADIPARVA_djvu.txt,23947,23948,Adi183,G29-S08,"ಪರಂತಪನೇ, ಮಹಾನುಭಾವರಾದ ವಸಿಷ್ಠರು ತಮ್ಮ ಜ್ಞಾನಯೋಗ- ದಿಂದಲೂ 
ಮತ್ತು ಮಹಾತಪಸ್ಸಿನಿಂದಲೂ ಇದೆಲ್ಲವನ್ನೂ ತಿಳಿದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23951,MAHABHARATA-3-AADIPARVA_djvu.txt,23951,23952,Adi183,G29-S08,"ಮುಕ್ತಶಾಪಶ್ಚ ರಾಜರ್ಷಿಃ ಕಾಲೇನ ಮಹತಾ ತತಃ । 
ಖತುಕಾಲೇ ನಿಪತಿತೋ ಭಾರ್ಯಯಾ ಸನ್ನಿವಾರಿತಃ 12೨1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23955,MAHABHARATA-3-AADIPARVA_djvu.txt,23955,23956,Adi183,G29-S08,"ಬಹುಕಾಲವು ಕಳೆದ ಬಳಿಕ ಶಾಪಮುಕ್ತನಾದ ಆ ರಾಜರ್ಷಿಯು ಯತುಕಾಲದಲ್ಲಿ 
ತನ್ನಪತ್ನಿಯ ಬಳಿಗೆ ಹೋದಾಗ ಅವಳು ಸಂಗವನ್ನು ನಿರಾಕರಿಸಿದಳು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23959,MAHABHARATA-3-AADIPARVA_djvu.txt,23959,23959,Adi183,G29-S08,ನ ಹಿ ಸಸ್ಥಾರ ನೃಪತಿಸ್ತಂ ಶಾಪಂ ಕಾಮಮೋಹಿತಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23961,MAHABHARATA-3-AADIPARVA_djvu.txt,23961,23961,Adi183,G29-S08,ದೇವ್ಯಾಃ ಸೋಠ5ಥ ವಚಃ ಶ್ರುತ್ವಾ ವಿಸಂಜ್ಞೂ ಸಮಪದ್ಯತ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23963,MAHABHARATA-3-AADIPARVA_djvu.txt,23963,23964,Adi183,G29-S08,"ತಂ ಶಾಪಮನುಸಂಸ್ಕೃತ್ಯ ಪರ್ಯತಪ್ಯದ್‌ ಭೃಶಂ ತದಾ 11೨೩॥॥ 
ಕಾಮಮೋಹಿತನಾದ ರಾಜನು ಬ್ರಾಹ್ಮಣಿಯು ಕೊಟ್ಟಿದ್ದ ಆ ಶಾಪವನ್ನು ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23967,MAHABHARATA-3-AADIPARVA_djvu.txt,23967,23976,Adi183,G29-S08,"ಮರೆತಿದ್ದನು. ರಾಣಿಯ ಮಾತುಗಳನ್ನುಕೇಳಿ ಅವನು ವಿಸಂಜ್ಞನಾದನು. ಅನಂತರ 
ಬ್ರಾಹ್ಮಣಿಯ ಆ ಶಾಪದ ಸ್ಫೃತಿಯನ್ನು ಹೊಂದಿ ಬಹಳವಾಗಿ ಪರಿತಾಪಪಟ್ಟನು. 
ಏತಸ್ಥಾತ್‌ ಕಾರಣಾದ್‌ ರಾಜಾ ವಸಿಷ್ಠಂ ಸನ್ನ 5ಯೋಜಯತ್‌ ।ಟ 
ಸದಾರೇ ಭರತಶ್ರೇಷ್ಠ ಶಾಪದೋಷಸಮನಿತಃ 1|1೨೪॥ 
ಭರತಶ್ರೇಷ್ಠನೇ, ಈ ಶಾಪದೋಷದಿಂದ ಕೂಡಿದ ಕಾರಣದಿಂದ ಆ ರಾಜನು 
ತನ್ನಪತ್ನಿಯಲ್ಲಿವಸಿಷ್ಠರನ್ನುನಿಯೋಜಿಸಿದನು. 
ಯದಾ ಕಲ್ಯಾಹಪಾದಸ್ತು ರಾಕ್ಸಸತ್ತಮವಾಪ ಸಃ । 
ತದಾ ವಸಿಷ್ಠ ಕುರುಣಾ ಯಜ್ಗಾರ್ಶೇ ಸ ವೃತೋ5 ಭವತ್‌ 11೨೫॥॥ 
ಯದಾ ಕಲ್ಮಾಷಪಾದಸ್ತು ರಾಕ್ಷಸತ್ತಂ ವಿಸೃಷ್ಟವಾನ್‌ । 
ತದಾ ತೇನೈವ ರಾಜ್ಞಾ ತು ವಸಿಷ್ಠ ಸ ವೃತೋತಭವತ್‌ 11೨೬॥1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23979,MAHABHARATA-3-AADIPARVA_djvu.txt,23979,23980,Adi183,G29-S08,"ಯಾವಾಗ ಕಲ್ಮಾಷಪಾದ ರಾಜನು ರಾಕ್ಷಸಭಾವವನ್ನು ಹೊಂದಿದನೋ ಆಗ 
ವಸಿಷ್ಠರು ಕುರುರಾಜನಿಂದ ಯಜ್ಞಾರ್ಥವಾಗಿ ವರಣ ಮಾಡಲ್ಪಟ್ಟಿದ್ದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23983,MAHABHARATA-3-AADIPARVA_djvu.txt,23983,23985,Adi183,G29-S08,"ಚೈತ್ರರಥಪರ್ವ -533- 
ಕಲ್ಲಾಷಪಾದರಾಜನು ತನ್ನ ರಾಕ್ಷಸಭಾವವನ್ನು ತ್ಯಜಿಸಿದಾಗ ಅವನೇ ವಸಿಷ್ಠರನ್ನು ವರಣ 
ಮಾಡಿದನು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23988,MAHABHARATA-3-AADIPARVA_djvu.txt,23988,23990,Adi183,G29-S08,"| ಇತಿ ಶ್ರೀಮನ್ಮಹಾಭಾರತೇ ಶತಸಹಸಿಕಾಯಾಂ ಸಂಹಿತಾಯಾಮಾದಿಪರ್ವಣಿ 
ತ್ರ್ಯಶೀತ್ಯದಧಿಕಶತತಮೋಧ್ಯಾಯಃ ॥ 
॥ ಇತಿ ಚೈತ್ರರಥಪರ್ವಣಿ ಷೋಡಶೋಧ್ಯಾಯಃ ॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23993,MAHABHARATA-3-AADIPARVA_djvu.txt,23993,23993,Adi183,G29-S08,ಚೈತ್ರರಥಪರ್ವ ಸಮಾಪ್ರಮ್‌ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L23996,MAHABHARATA-3-AADIPARVA_djvu.txt,23996,23997,Adi183,G29-S08,"ಇಲ್ಲಿಗೆ ಮಹಾಭಾರತದ ಆದಿಪರ್ವದಲ್ಲಿ ನೂರ ಎಂಭತ್ತೂರನೆಯ ಅಧ್ಯಾಯ 
ಮುಗಿಯಿತು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24000,MAHABHARATA-3-AADIPARVA_djvu.txt,24000,24001,Adi183,G29-S08,"ಇಲ್ಲಿಗೆ ಚೈತ್ರರಥ ಪರ್ವವು ಸಮಾಪ್ತವಾಯಿತು. 
L828 ಈ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24004,MAHABHARATA-3-AADIPARVA_djvu.txt,24004,24004,Adi183,G29-S08,-534- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24007,MAHABHARATA-3-AADIPARVA_djvu.txt,24007,24008,Adi183,G29-S08,"೧೧. ಸಯಂವರಪರ್ವ 
ಮಹಾಭಾರತತಾತರ್ಯನಿರ್ಣಯ - ಅಧ್ಯಾಯ-೧೯ ",retained_verbatim_OCR,not_sentence_verified,commentary_heading
V3L24011,MAHABHARATA-3-AADIPARVA_djvu.txt,24011,24014,Adi183,G29-S08,"ಪಾರ್ಥೇನ ಸೋಪಿ ಬಹುಲಾಶ್ಚ ಕಥಾಃ ಕಥಿತ್ವಾ 
ಧೌಮ್ಯಸ್ಯ ಸಂಗ್ರಹಣಮಾಹ ಪುರೋಹಿತತ್ಟೇ । 
ದಾಸ್ಯಾಮಿ ದಿವ್ಯತುರಗಾನಿತಿ ಸೋ5ರ್ಜುನಾಯ 
ವಾಚಂ ನಿಗದ್ಯ ದಿವಮಾರುಹದಷಪ್ಯಗುಸ್ತೇ 11೧೧೭1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24017,MAHABHARATA-3-AADIPARVA_djvu.txt,24017,24020,Adi183,G29-S08,"ಗಂಧರ್ವ ಅರ್ಜುನನೊಡನೆ ಬಹಳ ಸಂಭಾಷಣೆ ನಡೆಸಿ ಧೌಮ್ಯರನ್ನು 
ಪೌರೋಶಿತ್ಯಕ್ಕೆ ಸ್ವೀಕರಿಸಿರೆಂದು ಸಲಹೆ ನೀಡಿದ. ಅರ್ಜುನನಿಗೆ ದಿವ್ಯವಾದ 
ದೇವಲೋಕದ ಕುದುರೆಗಳನ್ನು ಕೊಡುವೆನೆಂದು ಮಾತುಕೊಟ್ಟು ಅಂತರಿಕ್ಷಕ್ಕೆ ಏರಿದ. 
ಬಳಿಕ ಪಾಂಡವರು ಮುಂದೆ ನಡೆದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24023,MAHABHARATA-3-AADIPARVA_djvu.txt,24023,24024,Adi183,G29-S08,"ತೇ ಧೌಮ್ಯಮಾಪ್ಯ ಚ ಪುರೋಧಸಮುತ್ತಮಜ್ಞಂ 
ಎಪ್ರಾತ್ತಜೋಪಮತಯಾ ವಿವಿಶುಃ ಪುರಂ ಚ | ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24026,MAHABHARATA-3-AADIPARVA_djvu.txt,24026,24027,Adi183,G29-S08,"ಪಾಂಚಾಲಕಸ್ಯ ನಿಖಿಲಾಂ ದದ್ಭಶುಶ್ಚ ತತ್ರ 
ಮೂರ್ಧಾವಸಿಕ್ತಸಮಿತಂ ಸಮಲಂಕೃತಾಂ ಚ 11೧೧೮॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24030,MAHABHARATA-3-AADIPARVA_djvu.txt,24030,24032,Adi183,G29-S08,"ಪಾಂಡವರು ಉತ್ತಮ ಜ್ಞಾನಿಯಾದ ಧೌಮ್ಯನನ್ನು ಪುರೋಹಿತನನ್ನಾಗಿ ಪಡೆದು 
ಬ್ರಾಹ್ಮಣಕುಮಾರರಂಥ ವೇಷದಿಂದ ದ್ರುಪದನ ನಗರವನ್ನು ಪ್ರದೇಶಿಸಿದರು. ಅಲ್ಲಿ 
ಅಲಂಕೃತವಾದ ಸರ್ವರಾಜರ ಸಮೂಹವನ್ನುಕಂಡರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24035,MAHABHARATA-3-AADIPARVA_djvu.txt,24035,24035,Adi183,G29-S08,XM ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24038,MAHABHARATA-3-AADIPARVA_djvu.txt,24038,24038,Adi183,G29-S08,ಸ್ವಯಂವರ ಪರ್ವ -535- ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24041,MAHABHARATA-3-AADIPARVA_djvu.txt,24041,24041,Adi184,G30-S01,ನೂರ ಎಂಭತ್ನಾಲ್ಕನೆಯ ಅಧ್ಯಾಯ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24044,MAHABHARATA-3-AADIPARVA_djvu.txt,24044,24045,Adi184,G30-S01,"(ಗಂಧರ್ವವಚನದಂತೆ ಪಾಂಡವರಿಂದ ಧೌಮ್ಯರ ವರಣ, ಪಾಂಡವರ ಮತ್ತು 
ಧೌಮ್ಯರ ಹರ್ಷ. ಜೊತೆಯಲ್ಲಿಪಾಂಚಾಲದೇಶಕ್ಕೆ ಗಮನ.) ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24048,MAHABHARATA-3-AADIPARVA_djvu.txt,24048,24048,Adi184,G30-S01,ಅರ್ಜುನಃ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24051,MAHABHARATA-3-AADIPARVA_djvu.txt,24051,24051,Adi184,G30-S01,ಅಸ್ಥಾಕಮನುರೂಪಂ ವೈ ಯಸ್ತಂ ಗಂಧರ್ವಸತ್ತಮ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24054,MAHABHARATA-3-AADIPARVA_djvu.txt,24054,24057,Adi184,G30-S01,"ಪುರೋಹಿತಂ ಮಮಾಚಕ್ಚ್ವ ಸರ್ವಂ ಹಿ ವಿದಿತಂ ತವ Hol 
ಗಂಧರ್ವಶ್ರೇಷ್ಠನೇ, ನೀನು ಎಲ್ಲವನ್ನೂ ತಿಳಿದಿದ್ದೀಯೆ. ನಮಗೆ ಅನುರೂಪರಾದ 
ಪುರೋಹಿತರು ಯಾರು ಎಂದು ಹೇಳು. 
ಗಂಧರ್ವ: ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24060,MAHABHARATA-3-AADIPARVA_djvu.txt,24060,24061,Adi184,G30-S01,"ಯವೀಯಾನ್‌ ದೇವಲಸ್ಕೈಷ ವನೇ ಭ್ರಾತಾ ತಪಸ್ಯತಿ । 
ಧೌಮ್ಯ ಉತ್ಕಚಕೇ ತೀರ್ಥೇ ತಂ ವೃಣೀಷ್ವ ಯದೀಚ್ಛಸಿ 11೨11 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24064,MAHABHARATA-3-AADIPARVA_djvu.txt,24064,24065,Adi184,G30-S01,"ದೇವಲಯಷಿಗಳ ತಮ್ಮಂದಿರಾದ ಧೌಮ್ಯರು ಉತ್ಕಚಕತೀರ್ಥದ ಸಮೀಪದಲ್ಲಿ 
ತಪಸ್ಸು ಮಾಡುತ್ತಿದ್ದಾರೆ. ನಿನಗೆ ಸಮೃತವಾದರೆ ಅವರನ್ನು ಪುರೋಹಿತರಾಗಿ ಸ್ವೀಕರಿಸು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24068,MAHABHARATA-3-AADIPARVA_djvu.txt,24068,24068,Adi184,G30-S01,ವೈಶಂಪಾಯನಃ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V3L24071,MAHABHARATA-3-AADIPARVA_djvu.txt,24071,24071,Adi184,G30-S01,ತತೋತರ್ಜುನೋಸ್ಪಮಾಗ್ನೇಯಂ ಪ್ರದದೌ ತದ್‌ ಯಥಾವಿಧಿ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
