reading_order,scene_id,keyframe_id,title_kn,source_refs,image_prompt,negative_prompt,motion_direction,sound_cue,continuity,character_reference_files,location_reference_file,generated_still_file,generator_and_version,generation_settings,native_width,native_height,upscale_history,still_review,recording_take,actual_voice_seconds,additional_shot_ids_after_read,selected_motion_clip,clip_in,clip_out,caption_file,music_source,sfx_source,master_width,master_height,master_fps,final_master_file,delivery_review
499,G39-S05,G39-S05-KF01,ಲಪಿತೆಯ ಪ್ರಶ್ನೆ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 18794–19005,"Mandapala and Lapita in bird form perch apart on a scorched branch, facing different directions during a tense exchange. The family nest is distant and not visible. Natural bird posture carries separation while the Kannada voice supplies the dialogue. No visual coding of Lapita as evil or Jarita as a rival present in the same place. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
500,G39-S06,G39-S06-KF01,ಜರಿತೆಯ ಬಳಿಗೆ ಮರಳಿದ ತಂದೆ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19006–19252,"Mandapala returns to Jarita and the four chicks in the damaged nest area. Jarita stands between him and the brood at first, then turns to gather them for departure. Keep all six birds correctly counted and the chicks still at the established stage of growth. Pale post-fire daylight and drifting ash create a sober reunion. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
501,G39-S07,G39-S07-KF01,ಇಂದ್ರನ ವರದ ಷರತ್ತು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19274–19335,"Indra descends into a calm cleared space to address Krishna and Arjuna after the battle, with distant clouds softening above the scorched woodland. Arjuna listens with folded hands; no new arsenal is physically handed over yet. Krishna stands beside him. Sober dawn-like light and still weapons emphasize the promised future gift. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
502,G39-S08,G39-S08-KF01,ನದೀತೀರದ ಮೂರು ವ್ಯಕ್ತಿಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19266–19391,"Krishna, Arjuna and Maya sit together on a quiet riverbank after the fire, three distinct figures separated by comfortable space. Charred woodland recedes behind them while the water continues to reflect the sky. No completed palace appears yet. Soft neutral light, weary faces and quiet composition create a bridge to Maya’s next request. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
503,G39-S09,G39-S09-KF01,ದಹನದ ಅವಧಿಯ ಪಾಠಭೇದ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 17666–19391,"Editorial source-note image: two separate manuscript leaves lie beside a river stone and an extinguished lamp, no readable AI-generated script. Their distinct positions suggest two textual statements requiring comparison. Quiet neutral daylight, restrained texture and generous negative space for editor-typed Kannada numerals and chapter references. Not a scene inside the epic timeline. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
504,G40-S01,G40-S01-KF01,ಉಪಕಾರಕ್ಕೆ ಬೆಲೆ ಕಟ್ಟದ ಅರ್ಜುನ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19393–19615,"Maya stands with open hands before Arjuna in a quiet riverside royal garden at Indraprastha; Krishna listens one step to the side, scorched woodland barely visible far beyond the river as a subtle link to the previous parva; intimate eye-level50mm triangular composition, late-afternoon gold through neem leaves, dignified gratitude rather than kneeling servitude. Maya: adult Indian master builder, medium brown skin, intelligent narrow face, long dark hair bound low, bronze and olive work garments, fine practical artisan tools; dignified Danava architect, no monster caricature, no horns or fangs. Arjuna: lean athletic adult Indian man, medium brown skin, focused oval face, long black hair tied high, cream dhoti with deep blue sash, restrained bronze arm ornaments; preserve approved face and proportions. Krishna: youthful adult Indian man, luminous deep brown complexion with restrained blue undertone, oval face, expressive dark eyes, black wavy shoulder-length hair, yellow silk dhoti, indigo sash, modest gold diadem with one peacock feather; warm calm expression, consistent face reference. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Slow inward dolly toward the open hands, then stop before the answer.","River water, leaves, low vina phrase.","Maintain this episode's approved character references, screen direction, light direction and costume state. Keep narrated visions and flashbacks explicitly labelled.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
505,G40-S02,G40-S02-KF01,ಕೃಷ್ಣನ ನಿರ್ಮಾಣಸಂಕಲ್ಪ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19616–19745,"Krishna and Maya survey a cleared rectangular construction ground beside Indraprastha gardens, Maya holding a plain measuring cord between timber pegs, Yudhishthira observing without directing; low35mm view from a corner stake, morning sunlight, ochre soil and vivid green trees, no finished hall yet, no blueprint lettering, strong visible geometry. Krishna: youthful adult Indian man, luminous deep brown complexion with restrained blue undertone, oval face, expressive dark eyes, black wavy shoulder-length hair, yellow silk dhoti, indigo sash, modest gold diadem with one peacock feather; warm calm expression, consistent face reference. Maya: adult Indian master builder, medium brown skin, intelligent narrow face, long dark hair bound low, bronze and olive work garments, fine practical artisan tools; dignified Danava architect, no monster caricature, no horns or fangs. Yudhishthira: adult Indian king, warm brown skin, calm long face, neatly trimmed beard, dark hair tied back, ivory silk with a deep maroon border, modest antique-gold crown; thoughtful upright posture. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Lateral slide along the measuring cord to reveal the open ground.,"Cord drawn taut, distant artisans preparing timber.",Hall absent at this stage. Do not reuse finished architecture until40-S05.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
506,G40-S03,G40-S03-KF01,ಪ್ರೀತಿಯಿಂದ ಬೀಳ್ಕೊಡುವ ಸಹೋದರರು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 19746–20092,"Yudhishthira personally holds the reins of Krishna's stationary royal chariot just outside Indraprastha, Arjuna at the rear holding a white fly-whisk and Bhima beside the chariot supporting an ornate shade canopy; Krishna seated calmly, two younger brothers small in background, eye-level40mm, sunrise through road dust, affectionate ceremonial farewell, horses anatomically complete and motionless. Yudhishthira: adult Indian king, warm brown skin, calm long face, neatly trimmed beard, dark hair tied back, ivory silk with a deep maroon border, modest antique-gold crown; thoughtful upright posture. Krishna: youthful adult Indian man, luminous deep brown complexion with restrained blue undertone, oval face, expressive dark eyes, black wavy shoulder-length hair, yellow silk dhoti, indigo sash, modest gold diadem with one peacock feather; warm calm expression, consistent face reference. Arjuna: lean athletic adult Indian man, medium brown skin, focused oval face, long black hair tied high, cream dhoti with deep blue sash, restrained bronze arm ornaments; preserve approved face and proportions. Bhima: powerfully built adult Indian man, exceptionally broad shoulders, deep warm brown skin, square jaw, heavy black hair tied back, ochre dhoti and bronze armbands; visibly taller and broader than Arjuna, anatomically plausible musculature. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Start on reins, pull back gently to show the farewell group.","Harness bells, horse breath, soft farewell voices.",Do not squeeze all six figures into a moving chariot. Use separate approved reverse angles for the twins; this is a stationary departure tableau.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
507,G40-S04,G40-S04-KF01,ಬಿಂದುಸರೋವರದ ಹಳೆಯ ಸಂಪತ್ತು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20093–20320,"Maya opens an ancient stone storage alcove beside a clear Himalayan foothill lake, crystal blocks and carefully bundled carved components catch cold morning light; a heavy ceremonial mace and a large white conch rest separately on padded cloth in the foreground,55mm lens, snow peaks far behind green slopes, deep turquoise water and bronze tools, no modern crates. Maya: adult Indian master builder, medium brown skin, intelligent narrow face, long dark hair bound low, bronze and olive work garments, fine practical artisan tools; dignified Danava architect, no monster caricature, no horns or fangs. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Slow tilt from white conch to crystal blocks, then cut to arrival at Indraprastha.","Mountain breeze, cloth unwrapping, one restrained resonant conch tone after the cut.",Devadatta belongs to Arjuna. The newly gifted mace belongs to Bhima; keep their silhouettes distinct.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
508,SFSF01-S01,SFSF01-S01-KF01,ಗದೆಯೂ ಶಂಖವೂ ಬಂದ ಹಳೆಯ ತಾಣ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20115–20199,"Maya examines an old protected store beside Bindu-sarovara: crystal building pieces, worked gem vessels and a single heavy mace with discrete gold-dot inlay lie on stone supports, with one pale conch on a separate cloth. Snow-distant mountain ridges, alpine water and weathered old construction establish the northern place. Maya is the only main character physically here; Arjuna and Bhima do not accompany this retrieval. Cinematic painterly realism composed for a 3840 by 2160 UHD 16:9 production, original recurring cast, credible skin and cloth, tactile timber and stone, rich layered natural environment, restrained color and motivated light. Epic literary visualization, not an archaeological claim. No generated lettering.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.",Slow restrained movement toward the speaking character; maintain fixed faces and screen direction.,Natural location ambience beneath clear Kannada narration; score lowered for explanation.,This expands the provenance of objects already introduced in G40-S04. The mace is not a second new gift. Do not confuse this Bindu-sarovara with the Padma lake encountered on the later Magadha journey.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
509,SFSF01-S02,SFSF01-S02-KF01,ಭಗೀರಥನ ನೆನಪಿನ ಸರೋವರ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20202–20210,"A clearly separated remembered scene of Bhagiratha seated in reverence beside a still northern lake, with a restrained sacred presence of Ganga suggested through luminous water beyond him. Pale mountain stone, thin cloud and small alpine flowers fill the layered landscape. His older royal-ascetic design is distinct from Maya, and Maya is absent from this remembered frame. Cinematic painterly realism composed for a 3840 by 2160 UHD 16:9 production, original recurring cast, credible skin and cloth, tactile timber and stone, rich layered natural environment, restrained color and motivated light. Epic literary visualization, not an archaeological claim. No generated lettering.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.",Dissolve from a ripple beside Maya to the same water motif in the recalled sacred history; no continuous action implying contemporaneity.,Natural location ambience beneath clear Kannada narration; score lowered for explanation.,"Keep the established characters, costume phase, location and framing narrator consistent.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
510,SFSF01-S03,SFSF01-S03-KF01,ನಾರಾಯಣನ ಯಾಗಗಳ ಕ್ಷೇತ್ರ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20213–20277,"Mythic sacred-place memory at Bindu-sarovara: a vast but quiet ritual enclosure with jewel-inlaid yupa posts reflected in water, warm golden foliage and ordered distant worshippers. A dignified restrained divine Narayana presence occupies the central ritual axis, differentiated from the current human Krishna design by the explicitly mythic framing. No animal sacrifice or invented ritual procedure. Mountain light and still water preserve contemplative grandeur. Cinematic painterly realism composed for a 3840 by 2160 UHD 16:9 production, original recurring cast, credible skin and cloth, tactile timber and stone, rich layered natural environment, restrained color and motivated light. Epic literary visualization, not an archaeological claim. No generated lettering.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.",Slow restrained movement toward the speaking character; maintain fixed faces and screen direction.,Natural location ambience beneath clear Kannada narration; score lowered for explanation.,"This is the source’s sacred history and theological explanation, not a fresh event in the current Indraprastha construction timeline. Divine presences must not be assembled as extra earthly builders.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
511,SFSF01-S04,SFSF01-S04-KF01,"ಕಿಂಕರರು, ಸ್ಫಟಿಕ ಮತ್ತು ಸರೋವರದ ನೆಲ",MAHABHARATA-4-AADIPARVA_djvu.txt lines 20280–20490,"Maya supervises the final assembly beside a crystal-edged lotus pool inside the hall, with a few distinct strong Kinkara builders carrying gem-inlaid components in the middle distance and more workers suggested far beyond. Clearly distinguish water from polished flooring through delicate ripples and reflections while preserving its deceptive beauty. Carved arch-shaped entries open to cool shade trees and flowering groves; fish and turtles remain subtle beneath water. No Duryodhana, no comic falling king, no crowd of eight thousand cloned figures. Cinematic painterly realism composed for a 3840 by 2160 UHD 16:9 production, original recurring cast, credible skin and cloth, tactile timber and stone, rich layered natural environment, restrained color and motivated light. Epic literary visualization, not an archaeological claim. No generated lettering.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.",Slow restrained movement toward the speaking character; maintain fixed faces and screen direction.,Natural location ambience beneath clear Kannada narration; score lowered for explanation.,"Keep the established characters, costume phase, location and framing narrator consistent.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
512,G40-S05,G40-S05-KF01,ಹದಿನಾಲ್ಕು ತಿಂಗಳ ಶಿಲ್ಪ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20321–20501,"Completed Maya hall revealed from the same corner orientation as the construction ground: luminous crystal-like floor beside a genuine lotus pool with readable edges, jewel-toned inlays, carved Indian columns, flowering trees in open courtyards, Maya small at centre for scale;24mm architectural lens, afternoon reflected daylight, pearl/teal/antique-gold palette, no future humiliation scene, no person falling into water. Maya: adult Indian master builder, medium brown skin, intelligent narrow face, long dark hair bound low, bronze and olive work garments, fine practical artisan tools; dignified Danava architect, no monster caricature, no horns or fangs. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow reveal from behind a finished column; use separate dissolves to imply elapsed months.,"Water ripple, soft chisel sound fading into a completed hall ambience.",Explicit time passage: ಹದಿನಾಲ್ಕು ತಿಂಗಳ ನಂತರ. This hall map is the fixed set for40–42; keep pool and doors consistent.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
513,V4C01-S01,V4C01-S01-KF01,ಧ್ವಜದ ಕುರಿತು ಮಯನ ಮಾತು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20507–20557,"Maya and Arjuna stand beside the already received fire-god chariot in an open court outside the completed assembly hall. Its white horses are calm, and a tall multicolored monkey-emblem banner rises against a soft cloudy sky, clear of nearby branches. Arjuna embraces Maya in farewell. Do not show Hanuman as a separate physically visiting character or invent a fresh weapon handover. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
514,G40-S06,G40-S06-KF01,ಸಭಾಪ್ರವೇಶ ಮತ್ತು ಅತಿಥಿಸತ್ಕಾರ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20502–20919,"Yudhishthira enters Maya hall between two rows of seated adult sages and visiting rulers, attendants quietly serving a dignified communal feast in a side courtyard, no overloaded tables;35mm central aisle composition, warm noon light reflected from a pool, varied cotton and silk textures, deep maroon royal accent, Maya discreetly watching near a column. Yudhishthira: adult Indian king, warm brown skin, calm long face, neatly trimmed beard, dark hair tied back, ivory silk with a deep maroon border, modest antique-gold crown; thoughtful upright posture. Maya: adult Indian master builder, medium brown skin, intelligent narrow face, long dark hair bound low, bronze and olive work garments, fine practical artisan tools; dignified Danava architect, no monster caricature, no horns or fangs. 16:9 cinematic frame designed for3840x2160 delivery, photoreal epic naturalism with Indian material culture, tactile woven cloth, carved sandstone and natural skin texture, motivated light, rich restrained colour, readable composition and depth, no watermark, no generated letters, no pseudo-Sanskrit, no modern objects, no European plate armour, no extra limbs or duplicated faces, no graphic gore. Compose captions clear of lower15% and outer5% edges. Visual costume and architectural choices are production interpretations rather than verified archaeological facts.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Slow track behind the king, stopping as the assembly rises.","Low gathering murmur, plates softly placed, ceremonial bells.",Avoid identifiable later guests without a source-specific shot brief. No dice or Rajasuya consecration here.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
515,V4C02-S01,V4C02-S01-KF01,ಹತ್ತು ಸಾವಿರ ಅತಿಥಿಗಳ ಭೋಜನ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20559–20635,"An orderly inauguration feast in a shaded courtyard adjoining Maya’s hall: rows of seated guests receive rice dishes, fruit, sweets and drink from calm attendants. Folded new cloth and a small ceremonial donation vessel occupy a separate foreground station; healthy cattle are visible in a distant enclosure. Musicians wait respectfully beyond carved columns. No literal ten-thousand cloned crowd or implausible piles of money. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
516,V4C02-S02,V4C02-S02-KF01,ಋಷಿಗಳ ಹೆಸರುಗಳು: ಮೊದಲ ಸಾಲು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20637–20660,"A dignified first row of sages seated at equal eye level along Maya’s hall, with Vyasa identifiable by the established elder reference and a distinct younger Vaishampayana nearby. Other sages have varied natural ages, hair and modest robes, no duplicated beards or identical forehead marks. Leave quiet lower-frame space for editor-added sequential name cards; each name may hold over this respectful group frame without inventing an unsupported portrait identity. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
517,V4C02-S03,V4C02-S03-KF01,ಋಷಿಗಳ ಹೆಸರುಗಳು: ಮುಂದಿನ ಸಾಲು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 20661–20720,"A second section of the same sage assembly, open to a courtyard of flowering trees. One sage narrates while others listen thoughtfully; manuscripts and water vessels remain few and purposeful. Establish diverse individuals without pretending to identify every difficult OCR name by facial features. Use editor-added name cards in source order, with uncertain slots withheld from recording and retained in the review ledger. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
