reading_order,scene_id,title_kn,source,narration_kn,adapted_dialogue_kn,spoken_words,planning_seconds_low,planning_seconds_high,recorded_take_path,actual_seconds,pronunciation_review,source_completeness_review,performance_approved,caption_file
11,FF01-S06,ಮಹಾಭಾರತದ ಹಿರಿಮೆ: ಭಕ್ತಿಪರ ಪ್ರಮಾಣಗಳು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 435–616,"ಮಹಾಭಾರತದ ಹಿರಿಮೆಯನ್ನು ವಿವರಿಸುವ ಲೇಖನವು ಹಲವು ಪುರಾಣ ಮತ್ತು ಶಾಸ್ತ್ರವಾಕ್ಯಗಳನ್ನು ಆಧರಿಸುತ್ತದೆ. ಅದರ ಪ್ರಕಾರ ವೇದಾರ್ಥವನ್ನು ಸಾಮಾನ್ಯ ಜನರಿಗೆ ತಿಳಿಸಲು ಮಹಾಭಾರತ ಪ್ರಮುಖವಾದ ಮಾರ್ಗ. ವ್ಯಾಸರನ್ನು ದಿವ್ಯಕರ್ತೃವಾಗಿ ಸ್ಮರಿಸಿ, ಗ್ರಂಥದ ಅಧ್ಯಯನವನ್ನು ವೈರಾಗ್ಯ ಮತ್ತು ಮೋಕ್ಷದ ಸಾಧನೆಯೊಂದಿಗೆ ಸಂಪರ್ಕಿಸುತ್ತದೆ. ಇತಿಹಾಸ–ಪುರಾಣಗಳ ನೆರವಿಲ್ಲದೆ ವೇದದ ಅರ್ಥವನ್ನು ತನ್ನಷ್ಟಕ್ಕೆ ತಾನು ನಿರ್ಧರಿಸಿದರೆ ಅಪಾರ್ಥವಾಗಬಹುದು ಎಂಬುದನ್ನೂ ಹೇಳುತ್ತದೆ. ಇವು ಈ ಆವೃತ್ತಿಯ ಆಸ್ತಿಕ ದೃಷ್ಟಿಯ ವಾದಗಳು. ಅವುಗಳ ಆಶಯ ಗ್ರಂಥವನ್ನು ಕೇವಲ ಘಟನಾವಳಿಗಳ ಸಂಗ್ರಹವಾಗಿ ಓದದೆ, ಪರಂಪರೆಯ ಅರ್ಥವಿಚಾರದೊಂದಿಗೆ ಅಧ್ಯಯನಮಾಡಬೇಕೆಂಬುದು.",,54,24,31,,,pending,pending,,
12,FF01-S07,ಪಾಠಸಂಶೋಧನೆ ಏಕೆ ಅಗತ್ಯ?,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 617–737,"ಸಂಶೋಧನೆಯ ಕುರಿತು ಲೇಖನವು ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಪಾಠಗಳು, ಬೇರೆ ಬೇರೆ ಮುದ್ರಣಗಳು ಮತ್ತು ಹಸ್ತಪ್ರತಿಗಳ ವ್ಯತ್ಯಾಸವನ್ನು ಚರ್ಚಿಸುತ್ತದೆ. ಒಂದು ಪ್ರತಿಯಲ್ಲಿ ಇರುವ ಶ್ಲೋಕ ಮತ್ತೊಂದರಲ್ಲಿ ಇಲ್ಲದಿರಬಹುದು; ಪದ ಅಥವಾ ಅಧ್ಯಾಯಕ್ರಮವೂ ಬದಲಾಗಿರಬಹುದು. ಮಧ್ವರ ಕಾಲದಲ್ಲೇ ಗ್ರಂಥದ ಪಾಠದಲ್ಲಿ ವ್ಯತ್ಯಾಸಗಳಿದ್ದವೆಂದು ತಾತ್ಪರ್ಯನಿರ್ಣಯದ ಮಾತುಗಳನ್ನು ಉಲ್ಲೇಖಿಸುತ್ತದೆ. ಸಂಪಾದಕರ ಉದ್ದೇಶ ತಮಗೆ ಸಿಕ್ಕ ಪ್ರತಿಗಳನ್ನು ಹೋಲಿಸಿ, ತಮ್ಮ ವ್ಯಾಖ್ಯಾನಪರಂಪರೆಗೆ ಹತ್ತಿರವಾಗಿರುವ ಪಾಠವನ್ನು ಸಿದ್ಧಪಡಿಸುವುದು. ಇದು ನಿರ್ದಿಷ್ಟ ಸಂಪಾದಕೀಯ ವಿಧಾನ. ಬೇರೆ ವಿಧಾನ ಅನುಸರಿಸಿದ ಆವೃತ್ತಿ ಇದೆ ಎಂಬ ಕಾರಣಕ್ಕೆ ಅದನ್ನು ತಕ್ಷಣ ಸುಳ್ಳೆಂದು ಹೇಳುವುದಿಲ್ಲ; ಯಾವ ಆಧಾರದ ಮೇಲೆ ಯಾವ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ ಎಂಬುದನ್ನು ತಿಳಿಯಬೇಕು.",,66,29,38,,,pending,pending,,
13,FF01-S08,ಲಕ್ಷಾಲಂಕಾರ ಮತ್ತು ಸುಂದರ ಅಕ್ಷರಗಳ ಅರ್ಪಣೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 738–822,"ವಾದಿರಾಜರ ಲಕ್ಷಾಲಂಕಾರದ ಪರಿಚಯದಲ್ಲಿ ಒಂದು ಪರಂಪರೆಯ ಕಥೆ ಬರುತ್ತದೆ. ಅವರ ತಾಯಿ ಗೌರಮ್ಮನವರು ಕೃಷ್ಣನಿಗೆ ಚಿನ್ನದ ಆಭರಣಗಳನ್ನು ಅರ್ಪಿಸುವ ಹರಕೆ ಹೊತ್ತಿದ್ದರೆಂದು ಹೇಳಲಾಗುತ್ತದೆ. ಅದಕ್ಕೆ ವಾದಿರಾಜರು ಸುಂದರವಾದ ಅಕ್ಷರಗಳ ರೂಪದ ಅರ್ಪಣೆಯನ್ನು ಯೋಚಿಸಿ, ಮಹಾಭಾರತದ ವ್ಯಾಖ್ಯಾನವನ್ನು ರಚಿಸಿದರೆಂಬ ಕಥೆಯನ್ನು ಲೇಖಕರು ಹೇಳುತ್ತಾರೆ. ಇದನ್ನು ಖಚಿತ ಐತಿಹಾಸಿಕ ದಾಖಲೆ ಎಂದು ಅಲ್ಲ, ಪರಂಪರೆಯಿಂದ ಕೇಳಿಬರುವ ವೃತ್ತಾಂತವೆಂದು ಗುರುತಿಸಬೇಕು. ನಂತರ ಲೇಖನವು ವ್ಯಾಖ್ಯಾನದ ಪದಾರ್ಥವಿವರಣೆ ಮತ್ತು ಕಠಿಣ ಸಂದರ್ಭಗಳನ್ನು ಬಿಡಿಸುವ ಸಾಮರ್ಥ್ಯದ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತದೆ. ಗ್ರಂಥಕ್ಕೆ ಅಲಂಕಾರವೆಂದರೆ ಹೊರಗಿನ ಚಿನ್ನವಷ್ಟೇ ಅಲ್ಲ; ಅದರ ಅರ್ಥವನ್ನು ಸ್ಪಷ್ಟಪಡಿಸುವ ಪದಗಳೂ ಆಗಬಹುದು ಎಂಬ ಭಾವ ಈ ಕಥೆಯಲ್ಲಿದೆ.",,65,29,37,,,pending,pending,,
14,FF01-S09,ತಾಳೆಗರಿಗಳ ಕಾಲ ಮತ್ತು ಸಂಪಾದಕರ ಮಿತಿ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 823–864,"ಪ್ರಾಚೀನ ಹಸ್ತಪ್ರತಿಗಳ ಬಗ್ಗೆ ಲೇಖಕರು ಅವುಗಳ ಲಿಪಿ, ಆರಂಭದ ಶ್ಲೋಕಗಳು ಮತ್ತು ವ್ಯಾಖ್ಯಾನಕ್ಕೆ ಹೊಂದುವ ಪಾಠಗಳನ್ನು ಪರಿಶೀಲಿಸುತ್ತಾರೆ. ಲಿಪಿಯ ರೂಪದಿಂದ ಪ್ರತಿಗಳ ಹಳೆಯತನವನ್ನು ಊಹಿಸುತ್ತಾರೆ; ಆ ಊಹೆಯನ್ನು ಖಚಿತ ದಿನಾಂಕವಾಗಿ ಸ್ವೀಕರಿಸಬಾರದು. ಕೆಲವು ತಾಳೆಗರಿಗಳಲ್ಲಿ ಕಂಡ ಆರಂಭದ ನಾರಾಯಣಸ್ತುತಿಯನ್ನು ಈ ಆವೃತ್ತಿಯ ಆರಂಭದಲ್ಲೂ ತೆಗೆದುಕೊಂಡಿದ್ದಾರೆ. ಲೇಖಕರು ತಮ್ಮ ಮಿತಿಯನ್ನೂ ಒಪ್ಪುತ್ತಾರೆ: ಮಧ್ವರಿಗೆ ಅಥವಾ ವಾದಿರಾಜರಿಗೆ ತಿಳಿದ ಪ್ರತಿಯೊಂದು ಮೂಲಪಾಠವನ್ನೂ ಮರುಸ್ಥಾಪಿಸಿದ್ದೇವೆ ಎಂದು ಹೇಳಲಾಗದು. ಎಲ್ಲ ಶ್ಲೋಕಗಳ ಎಲ್ಲ ಪದಗಳಿಗೂ ವ್ಯಾಖ್ಯಾನ ದೊರೆಯುವುದಿಲ್ಲ. ದೊರಕಿರುವ ಸಾಕ್ಷಿಯಿಂದ ಸಾಧ್ಯವಾದಷ್ಟು ಹತ್ತಿರದ ಪಾಠವನ್ನು ಒದಗಿಸುವುದೇ ಅವರ ಪ್ರಯತ್ನ.",,59,26,34,,,pending,pending,,
15,FF01-S10,ಮಠಗಳ ಸಂಗ್ರಹ ಮತ್ತು ಪದಾರ್ಥದ ವಿಧಾನ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 865–921,"ಹಸ್ತಪ್ರತಿಗಳನ್ನು ಒದಗಿಸಿದ ಮಠಗಳ ಸಹಕಾರವನ್ನು ಲೇಖಕರು ಕೃತಜ್ಞತೆಯಿಂದ ಸ್ಮರಿಸುತ್ತಾರೆ. ಪಲಿಮಾರು, ಪೇಜಾವರ, ಸೋದೆ, ಕೃಷ್ಣಾಪುರ, ಕಾಣಿಯೂರು, ಅದಮಾರು, ಪುತ್ತಿಗೆ ಮತ್ತು ಸುಬ್ರಹ್ಮಣ್ಯ ಮಠಗಳ ಸಂಗ್ರಹಗಳನ್ನು ಉಲ್ಲೇಖಿಸುತ್ತಾರೆ. ಮುದ್ರಿತ ಲಕ್ಷಾಲಂಕಾರದಲ್ಲಿದ್ದ ಕೆಲವು ದೋಷಗಳನ್ನು ತಾಳೆಗರಿಗಳ ನೆರವಿನಿಂದ ಪರಿಶೀಲಿಸಿದುದನ್ನೂ ತಿಳಿಸುತ್ತಾರೆ. ನಂತರ ಪದಾರ್ಥದ ಒಂದು ವಿಧಾನವನ್ನು ವಿವರಿಸುತ್ತಾರೆ: ಕೋಶದಲ್ಲಿ ಪರಿಚಿತ ಅರ್ಥ ಸಿಗಲಿಲ್ಲವೆಂದು ಮೂಲಪದವನ್ನೇ ತಕ್ಷಣ ಬದಲಿಸಬಾರದು. ಪದದ ಧಾತು ಮತ್ತು ಸಂದರ್ಭದಿಂದ ಅರ್ಥವನ್ನು ವಿಚಾರಿಸಬೇಕು. ರೂಢಾರ್ಥ ಮತ್ತು ಯೌಗಿಕಾರ್ಥಗಳ ನಡುವಿನ ಸಂಬಂಧವನ್ನು ನೋಡಬೇಕು. ಈ ವ್ಯಾಕರಣದೃಷ್ಟಿಯೇ ಅವರ ಹಲವು ಅನುವಾದನಿರ್ಧಾರಗಳ ಹಿಂದೆ ನಿಂತಿದೆ.",,58,26,33,,,pending,pending,,
16,FF01-S11,ಪಾಠಾಂತರದ ಉದಾಹರಣೆ: ಒಂದು ಪದದ ಪರಿಣಾಮ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 922–1172,"ತಾಳೆಗರಿಗಳ ಪಾಠಗಳ ಸಾರಸ್ಯವನ್ನು ಹೇಳುವ ಭಾಗದಲ್ಲಿ ಸಂಪಾದಕರು ಹಲವು ಸ್ಥಳಗಳನ್ನು ಹೋಲಿಸುತ್ತಾರೆ. ಅವರ ಮುಖ್ಯ ಪ್ರಶ್ನೆ, ಇಲ್ಲಿ ಓದುತ್ತಿರುವ ಪದದಿಂದ ವಾಕ್ಯಕ್ಕೆ ಸರಿಯಾದ ಅರ್ಥ ಸಿಗುತ್ತಿದೆಯೇ ಎಂಬುದು. ಕೆಲವೊಮ್ಮೆ ಮುದ್ರಣದಲ್ಲಿ ಅಕ್ಷರ ಬದಲಾಗಿದೆ; ಕೆಲವೊಮ್ಮೆ ಎರಡು ಪದಗಳನ್ನು ತಪ್ಪಾಗಿ ಸೇರಿಸಲಾಗಿದೆ; ಇನ್ನೊಮ್ಮೆ ವ್ಯಾಖ್ಯಾನದ ನೆರವಿಲ್ಲದೆ ಸಂದರ್ಭ ಸ್ಪಷ್ಟವಾಗುವುದಿಲ್ಲ. ಇಂತಹ ಸ್ಥಳದಲ್ಲಿ ಕಥೆಗೆ ಹೊಸ ಘಟನೆಯನ್ನು ಕಲ್ಪಿಸುವುದಕ್ಕಿಂತ ಮೊದಲು ಪಾಠವನ್ನು ಪರಿಶೀಲಿಸಬೇಕು. ಪ್ರತಿಯೊಂದು ಉದಾಹರಣೆಯ ನಿರ್ಣಯವೂ ಈ ಸಂಪಾದಕರದೇ ಆಗಿರುವುದರಿಂದ ಅದನ್ನು ಅವರ ಆವೃತ್ತಿಯ ಆಯ್ಕೆಯೆಂದು ಗುರುತಿಸಬೇಕು. ಓದುಗನು ಅರ್ಥದ ಜೊತೆಗೆ ಆ ಅರ್ಥಕ್ಕೆ ಬಳಸಿದ ಸಾಕ್ಷಿಯನ್ನೂ ಗಮನಿಸಬೇಕೆಂಬುದು ಈ ಭಾಗದ ಪಾಠ.",,65,29,37,,,pending,pending,,
17,FF01-S12,ಲಕ್ಷಾಲಂಕಾರದ ಅರ್ಥವಿವರಣೆ: ಸಂದರ್ಭವೇ ದಾರಿ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 1173–1563,ಲಕ್ಷಾಲಂಕಾರದ ಸ್ವಾರಸ್ಯಗಳನ್ನು ವಿವರಿಸುವ ಭಾಗವು ಹದಿನೆಂಟು ಉದಾಹರಣೆಗಳನ್ನು ನೀಡುತ್ತದೆ. ಶರ್ಮಿಷ್ಠೆಯ ಮಾತಿನಲ್ಲಿ ನಿನ್ನ ಕುಲದಲ್ಲಿರುವ ಸ್ತ್ರೀ ಎಂಬ ಅರ್ಥವನ್ನು ಸಂದರ್ಭದಿಂದ ತುಂಬಿ ವಾಕ್ಯವನ್ನು ಸ್ಪಷ್ಟಪಡಿಸುವ ಉದಾಹರಣೆ ಇದೆ. ದೇವಯಾನಿಯನ್ನು ಕುರಿತು ಪಾಪವಿಲ್ಲದವಳು ಮತ್ತು ಪಾಪವರ್ಧಿನಿ ಎಂಬ ವಿರೋಧದಂತೆ ಕಾಣುವ ಪದಗಳನ್ನು ಸ್ವಭಾವ ಮತ್ತು ಆ ಕ್ಷಣದ ವರ್ತನೆಯ ವ್ಯತ್ಯಾಸದಿಂದ ವಿವರಿಸುತ್ತದೆ. ತುರ್ವಸುವಿನ ಪ್ರಸಂಗದಲ್ಲಿ ನಕ್ಷತ್ರ ಮತ್ತು ದೋಣಿಯ ಪದಗಳನ್ನು ಉಪಮೆಯ ಮೂಲಕ ಅರ್ಥೈಸುತ್ತದೆ. ಪುರೂವಿನ ಯೌವನವನ್ನು ಪಡೆದ ಯಯಾತಿಯ ಮಾತಿನಲ್ಲಿ ಯಜ್ಞ ಮತ್ತು ಆಸೆಯ ತೃಪ್ತಿಯ ಸಂಬಂಧವನ್ನು ಬಿಡಿಸುತ್ತದೆ. ಈ ಉದಾಹರಣೆಗಳ ಉದ್ದೇಶ ಕಠಿಣ ಪದಕ್ಕೆ ಪರಿಚಿತ ಅರ್ಥವೊಂದನ್ನು ಹಾಕುವುದಲ್ಲ; ವಾಕ್ಯದ ಸಂಬಂಧವನ್ನು ಮರುಪರಿಶೀಲಿಸುವುದಾಗಿದೆ.,,67,30,38,,,pending,pending,,
18,FF01-S13,ಈ ಆದಿಪರ್ವದ ಕ್ರಮ ಮತ್ತು ವಿವಾದಗಳು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 1564–1715,"ಆದಿಪರ್ವದ ಪರಿಚಯವು ಈ ಆವೃತ್ತಿಯಲ್ಲಿ ಇನ್ನೂರಮೂವತ್ತೇಳು ಅಧ್ಯಾಯಗಳಿವೆ ಎಂದು ತಿಳಿಸುತ್ತದೆ. ಬೇರೆ ಪಾಠಗಳಲ್ಲಿ ಇನ್ನೂರಹದಿನೆಂಟು ಅಥವಾ ಇನ್ನೂರು ಎಂಬ ವಿಭಾಗಗಳ ಉಲ್ಲೇಖವಿದೆ. ಅಧ್ಯಾಯವಿಭಾಗ ಬದಲಾಗಿದ್ದರೆ ವಿಷಯವೆಲ್ಲಾ ಬೇರೆ ಆಗಿರಬೇಕೆಂಬುದಿಲ್ಲ. ಪುರೂವಂಶದ ಅಧ್ಯಾಯವನ್ನು ಅರವತ್ತಮೂರು ಮತ್ತು ಎಂಭತ್ತಮೂರರಲ್ಲಿ ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಉಳಿಸಿರುವುದನ್ನೂ ಹೇಳುತ್ತದೆ. ಯಯಾತಿಯ ಕಥೆಯನ್ನು ದುಷ್ಯಂತನಿಗಿಂತ ಮೊದಲು ಇಟ್ಟಿರುವುದು ವಂಶಕ್ರಮದ ಕಾರಣ. ಪರಾಶರ–ಸತ್ಯವತಿಯ ವಿವಾಹ, ಕಣಿಂಕನ ಮಾತನ್ನು ಯಾರು ಕೇಳಿದರು ಮತ್ತು ದ್ರೌಪದಿಯ ಹಿಂದಿನ ಜನ್ಮಗಳ ವಿಷಯಗಳಲ್ಲಿ ಸಂಪಾದಕರು ತಮ್ಮ ಸಾಕ್ಷಿಗಳನ್ನು ಚರ್ಚಿಸುತ್ತಾರೆ. ಕೆಲವು ಕಡೆ ಅನಿಶ್ಚಿತತೆಯನ್ನೂ ಒಪ್ಪುತ್ತಾರೆ. ಹೀಗಾಗಿ ವಿವಾದವಿರುವ ಸ್ಥಳದಲ್ಲಿ ಒಂದು ನಿರ್ಣಯವನ್ನು ಎಲ್ಲರಿಗೂ ಒಪ್ಪಿದ ಸತ್ಯವೆಂದು ಹೇಳಬಾರದು.",,64,28,37,,,pending,pending,,
19,FF01-S14,ಪ್ರಕಾಶಕರ ಮಾತು: ಶ್ರಮ ಮತ್ತು ಸಹಕಾರ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 1716–2024,"ಪ್ರಕಾಶಕರ ಮಾತು ಈ ಕೃತಿಯನ್ನು ಸಿದ್ಧಪಡಿಸುವ ಉದ್ದೇಶ ಮತ್ತು ಅನೇಕ ಜನರ ಸಹಕಾರವನ್ನು ವಿವರಿಸುತ್ತದೆ. ಶ್ಲೋಕದ ಅರ್ಥ, ಕಠಿಣ ಪದದ ವಿವರಣೆ, ಪೌರಾಣಿಕ ಹಿನ್ನೆಲೆ ಮತ್ತು ಧಾರ್ಮಿಕ ತಾತ್ಪರ್ಯ ಓದುಗರಿಗೆ ತಲುಪಬೇಕೆಂಬ ಆಶಯವಿದೆ. ಅನುವಾದಕನ ಕೆಲಸದ ಜೊತೆಗೆ ಪರಿಶೀಲನೆ, ಕರಡುತಿದ್ದುಪಡಿ, ಅಕ್ಷರಜೋಡಣೆ ಮತ್ತು ಮುದ್ರಣದ ಶ್ರಮವೂ ಸೇರಿದೆ. ಪಂಡಿತರು ನೀಡಿದ ಸಲಹೆ, ಹಸ್ತಪ್ರತಿಗಳ ನೆರವು, ಆರ್ಥಿಕ ಸಹಕಾರ ಮತ್ತು ಸಂಸ್ಥೆಯ ನಿರ್ವಹಣೆಯನ್ನು ಕೃತಜ್ಞತೆಯಿಂದ ದಾಖಲಿಸಲಾಗಿದೆ. ಒಂದು ಸಂಪುಟ ಓದುಗರ ಕೈಗೆ ತಲುಪುವುದು ಒಬ್ಬರ ಕೆಲಸದ ಫಲ ಮಾತ್ರವಲ್ಲ; ಅನೇಕ ಹಂತದ ಜವಾಬ್ದಾರಿಗಳು ಸೇರಿ ಆಗುವ ಕಾರ್ಯವೆಂಬುದನ್ನು ಈ ಮಾತು ನಮಗೆ ನೆನಪಿಸುತ್ತದೆ.",,65,29,37,,,pending,pending,,
20,FF01-S15,ಮಹಾಭಾರತದ ಮಹತ್ವ: ಸಂಸ್ಕೃತಿ ಮತ್ತು ನೈತಿಕ ಪ್ರಶ್ನೆಗಳು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 2025–2477,"ಮುಂದಿನ ದೀರ್ಘ ಲೇಖನವು ಮಹಾಭಾರತದ ಪ್ರಭಾವವನ್ನು ಭಾರತೀಯ ಸಂಸ್ಕೃತಿ, ಕಲೆ, ಕುಟುಂಬ ಮತ್ತು ನಡೆನುಡಿಗಳೊಂದಿಗೆ ಸಂಪರ್ಕಿಸುತ್ತದೆ. ಬಾಲ್ಯದಲ್ಲಿ ಕೇಳಿದ ಕಥೆ ಯೌವನದಲ್ಲಿ ಹೊಸ ಅರ್ಥಕೊಡುತ್ತದೆ; ಜೀವನದ ಬೇರೆ ಹಂತಗಳಲ್ಲಿ ಅದೇ ಪ್ರಸಂಗವನ್ನು ಮತ್ತೆ ಯೋಚಿಸಬಹುದು ಎಂಬ ಭಾವ ಅದರಲ್ಲಿ ಇದೆ. ಯಾವುದು ಸರಿ, ಯಾವುದು ತಪ್ಪು, ಆಸೆ ಮತ್ತು ಕರ್ತವ್ಯದ ನಡುವೆ ಹೇಗೆ ಆಯ್ಕೆಮಾಡಬೇಕು ಎಂಬ ಪ್ರಶ್ನೆಗಳಿಗೆ ಗ್ರಂಥದಲ್ಲಿ ದಾರಿಯನ್ನು ಹುಡುಕುತ್ತದೆ. ಲೇಖಕನು ಮಹಾಭಾರತದ ಮಹತ್ವವನ್ನು ಅತ್ಯಂತ ಉತ್ಸಾಹದ ಭಾಷೆಯಲ್ಲಿ ಹೇಳುತ್ತಾನೆ. ಆ ಪ್ರಶಂಸೆಯನ್ನು ಅವನ ಭಕ್ತಿಪರ ಮತ್ತು ಸಾಂಸ್ಕೃತಿಕ ದೃಷ್ಟಿಯಾಗಿ ತಿಳಿಯಬೇಕು. ಬೇರೆ ಜನಾಂಗ ಅಥವಾ ಸಂಸ್ಕೃತಿಯ ಜ್ಞಾನವನ್ನು ಕಡಿಮೆಮಾಡುವ ಸಾಮಾನ್ಯ ತೀರ್ಪಾಗಿ ಅದನ್ನು ಬಳಸುವುದಿಲ್ಲ.",,69,31,39,,,pending,pending,,
21,FF01-S16,ಶುದ್ಧಪಾಠವನ್ನು ಹೇಗೆ ನಿರ್ಧರಿಸಬೇಕು?,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 2478–2606,ಶುದ್ಧಪಾಠದ ವಿಚಾರದಲ್ಲಿ ಲೇಖನವು ಎರಡು ಕೆಲಸಗಳನ್ನು ಬೇರ್ಪಡಿಸುತ್ತದೆ: ದೊರೆತ ಪ್ರತಿಗಳನ್ನು ಹೋಲಿಸುವುದು ಮತ್ತು ಅವುಗಳ ಅರ್ಥವನ್ನು ನಿರ್ಧರಿಸುವುದು. ಪದಗಳು ಹಳೆಯ ಪ್ರತಿಯಲ್ಲಿ ಇವೆ ಎಂಬುದೇ ಒಂದೇ ಸಾಕ್ಷಿಯಾಗುವುದಿಲ್ಲ; ವ್ಯಾಖ್ಯಾನವು ಆ ಪದವನ್ನು ಹೇಗೆ ಓದಿದೆ ಎಂಬುದೂ ಮುಖ್ಯವೆಂದು ಈ ಪರಂಪರೆ ಹೇಳುತ್ತದೆ. ನಾರಾಯಣಸ್ತುತಿಯ ಆರಂಭಿಕ ಶ್ಲೋಕವನ್ನು ಆಯ್ಕೆಮಾಡಿದ ನಿರ್ಧಾರವನ್ನೂ ಈ ದೃಷ್ಟಿಯಿಂದ ವಿವರಿಸುತ್ತದೆ. ಸಂಪಾದಕನ ಮಾನದಂಡ ಸ್ಪಷ್ಟವಾಗಿದ್ದರೆ ಓದುಗನು ಆ ನಿರ್ಧಾರವನ್ನು ಪರಿಶೀಲಿಸಬಹುದು. ಆದರೆ ಮಾನದಂಡವೊಂದು ಆಯ್ಕೆಯಾಗಿರುವುದನ್ನು ಮರೆಯಬಾರದು. ಬೇರೆ ಸಂಶೋಧಕ ಬೇರೆ ಮಾನದಂಡದಿಂದ ಬೇರೆ ಪಾಠವನ್ನು ಆರಿಸಬಹುದು; ಆ ವ್ಯತ್ಯಾಸವನ್ನು ತಿಳಿದೇ ಓದುವುದು ಸಹಾಯಕ.,,61,27,35,,,pending,pending,,
22,FF01-S17,ಭಂಡಾರ್ಕರ್ ಸಂಸ್ಥೆಯ ಸಾಧನೆ ಮತ್ತು ಭಿನ್ನಾಭಿಪ್ರಾಯ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 2607–2683,ಈ ಲೇಖನವು ಭಂಡಾರ್ಕರ್ ಸಂಸ್ಥೆಯ ದೊಡ್ಡ ಸಂಶೋಧನಾ ಪ್ರಯತ್ನವನ್ನು ಮೆಚ್ಚುತ್ತದೆ. ಅನೇಕ ಪಂಡಿತರ ದೀರ್ಘಕಾಲದ ಪರಿಶ್ರಮ ಮತ್ತು ಬೇರೆ ಪ್ರದೇಶಗಳ ಹಸ್ತಪ್ರತಿಗಳ ಸಂಗ್ರಹವನ್ನು ಗುರುತಿಸುತ್ತದೆ. ಅದೇ ವೇಳೆ ಉಡುಪಿಯ ತಾಳೆಗರಿಗಳು ಮತ್ತು ಈ ಆವೃತ್ತಿಗೆ ಮುಖ್ಯವಾದ ವ್ಯಾಖ್ಯಾನಗಳಿಗೆ ಅವರ ಕಾರ್ಯದಲ್ಲಿ ಸಾಕಷ್ಟು ಸ್ಥಾನ ಸಿಗಲಿಲ್ಲವೆಂಬ ಅಸಮಾಧಾನವನ್ನು ಹೇಳುತ್ತದೆ. ಸಾಧನೆಯನ್ನು ಮೆಚ್ಚುವುದು ಮತ್ತು ಅದರ ಕೆಲವು ಆಯ್ಕೆಗಳನ್ನು ಪ್ರಶ್ನಿಸುವುದು ಒಂದೇ ಲೇಖನದಲ್ಲಿ ಬರುತ್ತವೆ. ಈ ಚರ್ಚೆಯನ್ನು ವೈಯಕ್ತಿಕ ವಿರೋಧದ ಕಥೆಯಾಗಿ ಬದಲಿಸಬಾರದು. ಯಾವ ಸಾಕ್ಷಿಗಳಿಗೆ ಎಷ್ಟು ಮಹತ್ವ ನೀಡಬೇಕು ಎಂಬ ಸಂಪಾದಕೀಯ ಭಿನ್ನಾಭಿಪ್ರಾಯವಾಗಿ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಬೇಕು. ಇಲ್ಲಿ ನಾವು ಲೇಖಕರ ವಾದವನ್ನು ವಿವರಿಸುತ್ತಿದ್ದೇವೆ; ಸ್ವತಂತ್ರವಾಗಿ ಎಲ್ಲಾ ಐತಿಹಾಸಿಕ ವಿವರಗಳನ್ನು ದೃಢಪಡಿಸಿದ್ದೇವೆಂದು ಹೇಳುವುದಿಲ್ಲ.,,70,31,40,,,pending,pending,,
