id,group_id,title,image_prompt,negative_prompt,motion,sound,continuity,postproduction_labels_kn,editorial_notes_kn,source,spoken_words,voice_estimate_min_seconds,voice_estimate_max_seconds,actual_voice_duration_seconds,image_status,clip_status,approved_reference_ids,review_status
V4C04-S05,V4C04,ಮತ್ತೆ ಮತ್ತೆ ಬರುವ ರಾಜನಾಮಗಳು ಮತ್ತು ಸಂಖ್ಯೆಗಳು,"Pandu and Shantanu appear as distinct familiar ancestral figures within an immense but uncrowded luminous court, while many other royal groups recede softly into the distance. Use a small series of editor-created count cards for one hundred Matsyas, Nipas, Gayas, Dhritarashtras, Brahmadattas and eighty Janamejayas. No multiplied identical Dhritarashtra face; each repeated royal name denotes catalogue positions rather than clones. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,"22870ರ ಮೊದಲ ಹೆಸರನ್ನು PDF ಪುಟ524, ಮುದ್ರಿತ ಪುಟ493 ನೋಡಿ ಋಷಡ್ಡವ ಎಂದು ಓದಲಾಗಿದೆ.",MAHABHARATA-4-AADIPARVA_djvu.txt lines 22849–22889,72,32,41,,not_generated,not_generated,,editorial_draft
V4C04-S06,V4C04,ಪಿತೃಗಣಗಳು ಮತ್ತು ಕಾಲದ ಉಪಸ್ಥಿತಿ,"Symbolic ancestral-court interlude: separate ritual grass bundles, a palasha branch, a clear water vessel and a small steady flame sit in the foreground, while dignified ancestral presences remain distinct beyond. A subtle circular shadow on the floor suggests time without clock numerals. No frightening dead bodies, punishment scenes or object-human fusion. Present each pitri category as a checked Kannada card over a calm respectful frame. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,ಅಗ್ನಿಷ್ಟಾತ್ರ/ಊಷ್ಟಪ ಎಂಬ OCR ರೂಪಗಳನ್ನು ಅದೇ ಶ್ಲೋಕದ ಓದುವಿಕೆಗೆ ಹೋಲಿಸಿ ಅಗ್ನಿಷ್ವಾತ್ತ/ಊಷ್ಮಪ ಎಂದು ಸಾಮಾನ್ಯ ಲಿಪ್ಯಂತರಿಸಲಾಗಿದೆ; ಸ್ಕ್ಯಾನ್ ದೃಢೀಕರಣ ಬಾಕಿ. ದಕ್ಷಿಣಾಯನದ ಹೇಳಿಕೆಯನ್ನು ಈ ಪಾಠದ ವರ್ಣನೆಯಾಗಿಯೇ ಹೇಳಿ; ಇಂದಿನ ಮರಣಕಾಲದ ಕುರಿತು ನೈತಿಕ ತೀರ್ಪು ಮಾಡಬೇಡಿ.,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22895–22949,74,33,42,,not_generated,not_generated,,editorial_draft
V4C04-S07,V4C04,ತಪಸ್ಸಿನಿಂದ ಕಟ್ಟಿದ ಸಭೆಯ ಅಂತಿಮ ನೋಟ,"A final wide view of Yama’s spacious court shows serene ascetics, ancestral rulers and a distant dignified music-and-dance ensemble, all with enough clear space to prevent crowding. Pure cloth, small luminous ornaments and floral garlands catch gentle light. The far colonnade dissolves toward a quiet water reflection, preparing a transition to Varuna’s hall. No horror palette or festive disregard for the solemn ancestral setting. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22952–23023,71,32,41,,not_generated,not_generated,,editorial_draft
V4C05-S01,V4C05,ನೀರಿನ ಮಧ್ಯದ ಶುಭ್ರ ಸಭೆ,"Varuna and Varuni sit in a serene white celestial hall within a mythic water realm, surrounded by gemlike flowering trees and layered blue, yellow, green, white and red blossoms. Small colorful birds move above reflective pools. Water-filtered light defines the architecture without placing breathing humans under a literal drowning condition. Varuni remains one coherent reference; do not duplicate her body for the alternate Gauri name. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23043–23114,69,31,39,,not_generated,not_generated,,editorial_draft
V4C05-S02,V4C05,ವರುಣಸಭೆಯ ನಾಗರು: ಮೊದಲ ನಾಮಸಾಲು,"Distinct dignified naga presences gather in a curved gallery of Varuna’s water-lit hall. Use humanlike upper forms with restrained serpent emblems or clearly separate serpent bodies according to the established style, avoiding mixed malformed anatomy. Vasuki and Takshaka retain their prior references. Calm teal reflections, lotus foliage and pale stone support sequential editor-created name cards; no confrontation with Garuda yet. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ವಾಸುಕಿ
ತಕ್ಷಕ
ಐರಾವತ
ಕೃಷ್ಣ ಮತ್ತು ಲೋಹಿತ
ಪದ್ಮ
ಚಿತ್ರ
ಕಂಬಳ
ಅಶ್ವತರ
ಧೃತರಾಷ್ಟ್ರ
ಬಲಾಹಕ
ಫಣಿನಾಗ
ನಾಗ
ಮಣಿ
ಶಂಖನಖ
ಕೌರವ್ಯ
ಸ್ವಸ್ತಿಕ
ಏಲಾಪತ್ರ
ವಾಮನ
ಅಪರಾಜಿತ
ದೋಷ
ನಂದಕ
ಪೂರಣ",ಮೂಲ PDF ಪುಟಗಳೊಂದಿಗೆ ಹೆಸರುಗಳನ್ನು ಹೋಲಿಸಲಾಗಿದೆ; ಮುದ್ರಿತ ಭಿನ್ನರೂಪಗಳನ್ನು ವಿವರಣೆಯಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ. ಮೂಲಚಿತ್ರದ ಸಾಕ್ಷಿ SABHA_SCAN_CORRECTIONS.json ಕಡತದಲ್ಲಿದೆ.,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23115–23133,66,29,38,,not_generated,not_generated,,editorial_draft
V4C05-S03,V4C05,ವರುಣಸಭೆಯ ನಾಗರು: ಎರಡನೆಯ ನಾಮಸಾಲು,"A second distinct naga group rests along the same calm gallery, with varied hood patterns, small ceremonial standards and coiled silhouettes separated clearly from one another. Keep the visual dignified and anatomically legible; do not use Arjuna’s face for a naga named Dhananjaya. Gentle aquatic light and jewel-inlaid low platforms create richness without glitter overload. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ಅಭೀಕ
ಶಭಿಕ
ಶ್ವೇತ
ಭದ್ರ
ಭದ್ರೇಶ್ವರ
ಮಣಿಮಾನ್
ಪಿಂಡಕ
ಸಾರ
ಕಾರ್ಕೋಟಕ
ಧನಂಜಯ
ಪ್ರಹ್ಲಾದ
ಮೂಷಿಕಾದ
ಜನಮೇಜಯ",,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23136–23147,41,18,23,,not_generated,not_generated,,editorial_draft
V4C05-S04,V4C05,ಶೇಷನಿಗೆ ಗೌರವ ಮತ್ತು ಗರುಡನ ಉಪಸ್ಥಿತಿ,"Varuna rises respectfully toward Ananta-Shesha, who occupies a distinct honorable place in the celestial water court. Vasuki and other naga figures wait with folded hands before sitting, while Garuda stands calmly at a clearly separate far side with folded wings. No attack, fleeing snakes or forced reconciliation embrace. The architecture and reflections maintain the established Varuna setting. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23150–23178,57,25,33,,not_generated,not_generated,,editorial_draft
V4C05-S05,V4C05,ದೈತ್ಯದಾನವರ ಹೆಸರುಗಳು,"Dignified daitya and danava nobles stand in a separate side court before Varuna, wearing individual restrained crowns and earrings with varied physiques and expressions. Bali is distinct from the naga figures and from any earthly king sharing a name. A ceremonial cord motif along a stone balustrade suggests Varuna’s order without showing prisoners tied up. No demon caricatures or moral skin-color coding. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ವಿರೋಚನನ ಪುತ್ರ ಬಲಿ
ನರಕ
ಪ್ರಹ್ಲಾದ
ವಿಪ್ರಚಿತ್ತಿ
ಕಾಲಕೇಯರು
ಸುಮುಖ
ದುರ್ಮುಖ
ಶಂಖ
ಸುಮನಾ
ಸುಮತಿ
ಸ್ವನ
ಘಟೋದರ
ಮಹಾಪಾರ್ಶ್ವ
ಕ್ರಥ
ಪಿತೃಗಳು
ವಿಶ್ವರೂಪ
ಸ್ವರೂಪ
ವಿರೂಪ
ಮಹಾಶಿರಾ
ದಶಗ್ರೀವ
ವಾಲಿ
ಮೇಘವಾಸ
ದೋದಂಭ
ವಿಗದಂಭ
ಪ್ರಭವ
ಇಂದ್ರತಾಪನ",ಮೂಲ PDF ಪುಟಗಳೊಂದಿಗೆ ಹೆಸರುಗಳನ್ನು ಹೋಲಿಸಲಾಗಿದೆ; ಮುದ್ರಿತ ಭಿನ್ನರೂಪಗಳನ್ನು ವಿವರಣೆಯಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ. ಮೂಲಚಿತ್ರದ ಸಾಕ್ಷಿ SABHA_SCAN_CORRECTIONS.json ಕಡತದಲ್ಲಿದೆ.,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23181–23226,72,32,41,,not_generated,not_generated,,editorial_draft
V4C05-S06,V4C05,ನದಿಗಳು ಮತ್ತು ಸಮುದ್ರಗಳ ಪೂರ್ಣ ಪಟ್ಟಿ,"A symbolic sequence of distinct river-presences approaching Varuna’s hall: separate flowing water bands cross pale stone terraces and reflect varied mountain, forest and plain vegetation, converging without losing their individual channels. Use editor-created Kannada river cards in the exact source sequence. No modern political borders, guessed river maps or dozens of identical women assigned unsupported regional costumes. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ನಾಲ್ಕು ಸಮುದ್ರಗಳು
ಭಾಗೀರಥೀ
ಕಾಳಿಂದೀ
ವಿದಿಶಾ
ವೇಣ್ಣಾ
ನರ್ಮದಾ
ವೇಗವಾಹಿನೀ
ವಿಪಾಶಾ
ಶತದ್ರು
ಚಂದ್ರಭಾಗಾ
ಸರಸ್ವತೀ
ಇರಾವತೀ
ವಿತಸ್ತಾ
ಸಿಂಧು
ದೇವನದ
ಗೋದಾವರೀ
ಕೃಷ್ಣವೇಣೀ
ಕಾವೇರೀ
ಕಂಬುದಾ
ವಿಶಲ್ಯಾ
ಕೌಶಿಕೀ
ಗೋಮತೀ
ದೇವಿಕಾ
ವಿಪಾಕಾ
ವೈತರಣೀ
ಜ್ಯೇಷ್ಠಿಲಾ
ಶೋಣ
ಚರ್ಮಣ್ವತೀ
ಶ್ವೇತನದೀ
ಫಲ್ಗುನೀ
ಮಹಾನದೀ
ಸರಯೂ
ತೃತೀಯಾ — ಶ್ಲೋಕಪದ; ಪ್ರತ್ಯೇಕ ನದಿನಾಮವೆಂದು ನಿರ್ಧರಿಸಿಲ್ಲ
ಚೀರವಲ್ಲಾ ಮತ್ತು ಕುಲಿ",ಮೂಲ PDF ಪುಟಗಳೊಂದಿಗೆ ಹೆಸರುಗಳನ್ನು ಹೋಲಿಸಲಾಗಿದೆ; ಮುದ್ರಿತ ಭಿನ್ನರೂಪಗಳನ್ನು ವಿವರಣೆಯಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ. ಮೂಲಚಿತ್ರದ ಸಾಕ್ಷಿ SABHA_SCAN_CORRECTIONS.json ಕಡತದಲ್ಲಿದೆ.,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23228–23358,103,46,59,,not_generated,not_generated,,editorial_draft
V4C05-S07,V4C05,"ಜಲಮೂಲಗಳು, ದಿಕ್ಕುಗಳು ಮತ್ತು ಸುನಾಭನ ಸೇವೆ","Sunabha, Varuna’s minister, listens with a small family group in the water-lit hall while pools, spring channels, wetland grasses and gem-bearing stone form a coherent surrounding environment. A distant small music ensemble remains separate. The scene uses one identifiable minister and a restrained symbolic landscape, not a confusing crowd of every natural object turned into a body. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23361–23410,63,28,36,,not_generated,not_generated,,editorial_draft
V4C06-S01,V4C06,ಚಂದ್ರಕಾಂತಿಯ ಸಭೆ ಮತ್ತು ಋದ್ಧಿ,"Kubera and Riddhi sit together in a moonlit white celestial hall carried amid clouds, with a cushioned seat and separate footrest, restrained jeweled clothing and fragrant flowering groves beyond. Guhyaka bearers appear only as distant dignified support presences, not strained enslaved caricatures. Mandara blossoms, lotus water and sandalwood trunks enrich the foreground. No piles of coins substituting for the described environment. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.",,"ಋದ್ಧಿ ಎಂಬ ಹೆಸರನ್ನು ಮೂಲ PDF ಪುಟ538, ಮುದ್ರಿತ ಪುಟ505ರಲ್ಲಿ ದೃಶ್ಯವಾಗಿ ಪರಿಶೀಲಿಸಲಾಗಿದೆ.",MAHABHARATA-4-AADIPARVA_djvu.txt lines 23430–23509,67,30,38,,not_generated,not_generated,,editorial_draft
V4C06-S02,V4C06,ಅಪ್ಸರೆಯರ ಸಂಪೂರ್ಣ ನಾಮಸಾಲು,"A graceful small apsara ensemble performs in Kubera’s pale moonlit court, fully clothed in individual original textile designs and understated ornaments. Separate figures named Chitrasena and Chitradevi receive distinct name-card slots without being confused with the male Gandharva king Chitrasena. Show measured gestures and musicians rather than an erotic tableau or a cloned crowd. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ಮಿಶ್ರಕೇಶೀ
ರಂಭಾ
ಚಿತ್ರಸೇನಾ
ಶುಚಿಸ್ಥಿತಾ
ಚಾರುದೇಷ್ಣಾ
ಘೃತಾಚೀ
ಮೇನಕಾ
ಪುಂಜಿಕಸ್ಥಲಾ
ವಿಶ್ವಾಚೀ
ಸಹಜನ್ಯಾ
ಪ್ರಂಲೋಚಂತೀ
ಊರ್ವಶೀ
ದಿವ್ಯಾ
ಸೌರಭೇಯೀ
ರಂಭಾ
ಗೋಪಾಲೀ
ಪಂಚಚೂಡಾ
ವಿದ್ಯುದರ್ಣಾ
ಸುಲೋಚನಾ
ಚಿತ್ರದೇವೀ
ನೀಲಾ
ಕಾಮ್ಯಾ
ಲಲಿತಾ",,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23512–23541,55,24,31,,not_generated,not_generated,,editorial_draft
V4C06-S03,V4C06,"ಗಂಧರ್ವರು, ವಿದ್ಯಾಧರರು ಮತ್ತು ನಿಧಿಗಳು","Kubera receives a respectful assembly of distinct visitors: a Gandharva musician group, Chandrapida with brothers, and Vibhishana with a restrained attendant circle. Two separate symbolic treasure forms, conch and lotus, rest as luminous motifs on low platforms. Avoid mixing these with Arjuna’s Devadatta conch or creating a generic gold treasury. Clear seating groups and moonlit flowering trees preserve identities. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ವಿಶ್ವಾವಸು
ಹಹಾ
ಹುಹೂ
ತುಂಬುರು
ಪರ್ವತ
ಶೈಲೂಷ
ನಾರದ
ಚಿತ್ರಸೇನ
ಚಿತ್ರರಥ
ಚಂದ್ರಾಪೀಡ
ಭಗದತ್ತ
ದ್ರುಮ
ವಿಭೀಷಣ
ಶಂಖನಿಧಿ
ಪದ್ಮನಿಧಿ",,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23544–23587,58,26,33,,not_generated,not_generated,,editorial_draft
V4C06-S04,V4C06,ಯಕ್ಷರ ಪೂರ್ಣ ನಾಮಸಾಲು,"Distinct yaksha attendants stand in rows along Kubera’s open court, varied in stature and original non-caricature designs. Nalakubara has a separate youthful reference near the central family group; Manibhadra remains a mature attendant. Natural stone, white cloud, fruiting trees and restrained gold detail provide richness. No modern uniforms or identical rows of fantasy goblins. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ಕಿನ್ನರನಾಮಕ ಗಂಧರ್ವರು
ನರನಾಮಕ ಗಂಧರ್ವರು
ಮಾಣಿಭದ್ರ
ಶ್ವೇತಭದ್ರ ಗುಹ್ಯಕ
ಸ್ಥೂಣ
ಸೂರ್ಯಭಾನು
ಶೋಣಿಕ
ತಿಂದುಕ
ಕುಶೇರಲ
ಗಂಧಪಣ
ವೃಷೋದ
ಕಿಂಪುರುಷ ದ್ರುಮ
ಗಜಕರ್ಣ
ವಿಶಾಲಕ
ವರಾಹಕರ್ಣ
ಸಂಕೃಷ್ಣ
ಫಲಭಕ್ಷ
ಫಲೋದಕ
ಅಂಗಚೂಡ
ಶಿಲಾಪುಷ್ಪ
ಹೇಮನೇತ್ರ
ವಿಭೂಷಣ
ಪುಷ್ಪಾನನ
ಪಿಂಗಲಕ
ಶೋಣಿತೋದ
ಪ್ರಪಾಲಿತ
ವೃಕ್ಷಪಾರ್ಶ್ವ
ನಿಕೇತ
ಚೀರವಾಸ
ಸಭೆಯ ಅಭಿಮಾನಿ ಲಕ್ಷ್ಮೀ
ನಲಕೂಬರ",ಮೂಲ PDF ಪುಟಗಳೊಂದಿಗೆ ಹೆಸರುಗಳನ್ನು ಹೋಲಿಸಲಾಗಿದೆ; ಮುದ್ರಿತ ಭಿನ್ನರೂಪಗಳನ್ನು ವಿವರಣೆಯಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ. ಮೂಲಚಿತ್ರದ ಸಾಕ್ಷಿ SABHA_SCAN_CORRECTIONS.json ಕಡತದಲ್ಲಿದೆ.,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23589–23622,92,41,53,,not_generated,not_generated,,editorial_draft
V4C06-S05,V4C06,ಪರ್ವತಗಳು ಮತ್ತು ರುದ್ರನ ಪರಿವಾರ,"Rudra and Parvati arrive at Kubera’s court with a calm white bull and a small distinct retinue, while mountain-like luminous forms appear along the far horizon as symbolic presences. Rudra’s established identity remains consistent, with restrained trident and no invented battle. Nandishvara is not casually duplicated as both bull and a human without the production bible’s chosen symbolic treatment. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production. Rich layered nature, tactile wood and stone, natural-dye cloth, clear faces, restrained light and color, original recurring cast. Literary epic visualization, not verified archaeology. No generated text.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark or generated lettering. No modern sectarian marks imposed on every ancient sage.","Use a restrained slow push or lateral move; preserve all cast identities, seating and screen direction.","Natural ambience and a low, unobtrusive musical bed; Kannada speech remains fully clear.","Keep the current framing speaker, location, ages and costume phase. Place checked Kannada names in the editor as separate readable cards, never generated inside the image.","ಮೇರು
ಹಿಮಾಲಯ
ಪಾರಿಯಾತ್ರ
ವಿಂಧ್ಯ
ಕೈಲಾಸ
ಮಂದರ
ಮಲಯ
ದರ್ದುರ
ಮಹೇಂದ್ರ
ಗಂಧಮಾದನ
ಇಂದ್ರನೀಲ
ಸುನಾಭ
ಉದಯಪರ್ವತ
ಅಸ್ತಪರ್ವತ
ನಂದೀಶ್ವರ
ಮಹಾಕಾಲ
ಶಂಕುಕರ್ಣ
ಕಾಷ್ಠಕೂಟ
ಸೋಮನಂದಿ
ವಿಜಯ",,MAHABHARATA-4-AADIPARVA_djvu.txt lines 23625–23678,69,31,39,,not_generated,not_generated,,editorial_draft
